,noteId,classification,summary
14,1763005074870259781,,Duterte implied Marcos is always high on drugs in a speech he delivered during a prayer rally in Davao City on January 28.    https://www.rappler.com/nation/mindanao/foul-mouthed-duterte-cusses-marcos-calls-him-drug-addict/
15,1764592373097722103,,This quote is from KPop Idol Gyuri of Kara.    https://twitter.com/kingnuest/status/1764459880440533383
16,1764905954628514140,,Christian Horner is accused of inappropriate behavior by an employee of Red Bull Racing.    https://www.bbc.com/sport/formula1/68205305
17,1766006268546924994,,The K-12 Program of the Philippine education system will not be abolished.    https://www.sunstar.com.ph/cebu/k-12-program-wont-be-abolished-says-deped-official
18,1766085119465631792,,"This is an unverified claim.    Lucas Wong, in fact, confessed to committing a wrongdoing.    https://youtu.be/mu1-KuXMQKc?si=ILaW5WncnxYQowv2"
19,1766884379778011317,,SHINee has performed Everybody with the same choreography since 2013 until recently because only 3 members participated in the latest concert tour.    https://youtu.be/BIAErvZeCP4?si=ZQgd-MNWAU7vboA5
20,1767087945474101317,,This user is a rumor monger who creates unfounded rumors and destroys the careers of kpop idols and celebrities.    &quot;The South Korean constitution recognizes data privacy as a fundamental human right.&quot;    https://blog.didomi.io/south-korea-pipa-everything-you-need-to-know
21,1769687389478515161,,There was massive corruption and abuse of power during Martial Law. Even within the Armed Forces of the Philippines.   https://www.bulatlat.com/news/3-32/3-32-afp.html
22,1775235283388436660,,K-pop as a whole is known as an amalgamation of music styles from around the globe and the poster child of the genre’s experimentalism is none other than Girls’ Generation’s “I Got A Boy.”    Source: https://www.billboard.com/music/music-news/girls-generation-singles-ranked-worst-to-best-stream-7898154/
23,1778978821632627173,,The Chinese government and the China Embassy  insist on the existence of a “gentleman’s agreement” made during former president Rodrigo Duterte’s tenure.    https://www.google.com/amp/s/globalnation.inquirer.net/231491/china-on-gentlemans-agreement/amp
24,1784445665311093057,,BOA and Lee Sooman are talking about BOA's USA debut in 2008.     https://youtu.be/ZAE4DZZnb2M?si=OpdpJjC0v4Z4rO-x
25,1801229597528457357,,The post claims the MV was reposted due to a dead body spotted in the first upload. The MV is not a reupload. There is no such incident.    https://youtu.be/SH84Pir3QhA?si=to9Zk34WYwOsE7Ej
26,1807801430918799752,,This is not verified and there is no source that will verify this claim.    https://www.olympic.ph/
27,1824371411286364529,,Taemin was one of the first KPop idols who debuted as soloist. He debuted as a soloist in 2014 and has since been known for his unique music style that has inspired many kpop idols.    https://www.usatoday.com/story/entertainment/music/2023/11/07/taemin-interview-profile-shinee/71318320007/
28,1825200901424132597,,"Taemin debuted as a soloist in 2014, established his own style and carved his own niche in the KPop industry. His style has inspired many KPop idol groups and soloists, including Jimin of BTS.    Jimin has, in fact, done styles similar to Taemin but Taemin did it first.    https://x.com/hottuck99/status/1825131624524386478"
29,1827956017717784697,,This is not a People Power Revolution. This is a rally by supporters of Apollo Quiboloy of the Kingdom of Jesus Christ (KJC). Quiboloy is facing charges of human trafficking and child abuse.    https://newsinfo.inquirer.net/1976655/3-apollo-quiboloy-supporters-arrested-for-assaulting-cops
30,1839912219796222091,,"There is no proof or evidence of the accusation that &quot;tibaks&quot; have defended Alice Guo.    In fact, &quot;tibak organizations&quot; have opposed POGOs for years now.    https://x.com/albalnce/status/1839836293712490775"
31,1850599677424812461,,"&quot;On February 22, K-pop veterans and icons SHINee released the video for their title track “Don’t Call Me.” The comeback for the group has been highly anticipated ever since the oldest three members — Onew, Key, and Minho — returned from military enlistment.&quot; https://www.teenvogue.com/story/shinee-returns-with-dont-call-me-mv-new-album"
32,1861440337929187725,,The fanhub is organized by ShawolAcademyPh. This project and the freebie PC is also by ShawolAcademyPh. Neither are by Ph Taemates.    https://x.com/shawolacademyph/status/1859970926047281240
33,1862118227473735721,,This is an altered screencap and misrepresents the artist.    https://www.instagram.com/onyourm__ark
34,1591119055103983616,,Yoel Roth is no longer the head of  Twitter’s Trust &amp; Safety as of Nov 10.     https://www.bloomberg.com/news/articles/2022-11-10/musk-tells-twitter-staff-social-network-s-bankruptcy-is-possible
35,1594777261995171846,,"SuperFollow subscription pricing can not be changed; if it changed, then the SuperFollower must reconfirm their subscription at the new price.     See this screenshot: https://twitter.com/chrismessina/status/1594776235615612928"
36,1653518980357967873,,"This tweet links to @chrismessina, who is an open source advocate, according to Wikipedia, and not an actor.     https://en.wikipedia.org/wiki/Chris_Messina_(open-source_advocate)"
37,1671604373598900225,,The author explains that he altered the text of the original tweet.     https://twitter.com/mikedrucker/status/1671532123897970689
38,1763035751002808656,,"While a Republican Senator, Cindy Hyde-Smith indeed “blocked” the bill by preventing quick passage, IVF was not among the reasons the bill was blocked. Instead the senator suggested the bills “overreach” and “poison pills” were why she prevented its quick passage.    https://www.nytimes.com/2024/02/28/us/politics/senate-republicans-ivf-bill.html"
39,1763325843097489750,,More research is needed before a link between the COVID-19 vaccine and Bells Palsy can be established.     https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9448503/
40,1763711441796739494,,"The note handed to Chalino Sanchez was believed to be a death threat, but never confirmed. There’s no evidence he was reading a “death note,” nor that he knew it would be his last performance.    https://www.billboard.com/music/latin/chalino-sanchez-legacy-30-years-after-death-1235111447/amp/"
41,1777467809221746749,,"This photo both not real and not from the April 8th eclipse. Instead, it appears to be from the X handle @NiagaraAction, a tourism website.    https://x.com/niagaraaction/status/1761786913252323443?s=46&amp;t=7R2Ekg9XAVglMhbSPbQFkA"
42,1784290013666050088,,"No, humans cannot “charge” or control the weather.     https://www.psu.edu/news/research/story/probing-question-can-humans-control-weather/"
43,1786978557102534810,,"In obese patients, 5 percent weight loss has significant health benefits.    https://medicine.wustl.edu/news/in-obese-patients-5-percent-weight-loss-has-significant-health-benefits/#:~:text=For%20patients%20with%20obesity%2C%20Washington,percent%20of%20their%20body%20weight."
44,1798786532049829921,,"Storm chasers aren’t everywhere, and the internet may be unreliable during a weather emergency. The early warning system and both TV and weather radio are the best place to turn to during severe weather.    https://x.com/weather_katie/status/1798735075447816280?s=46&amp;t=7R2Ekg9XAVglMhbSPbQFkA"
45,1820152268097990957,,Imane Khalif was born a woman and remains a woman.     https://www.usatoday.com/story/sports/olympics/2024/08/02/imane-khelif-fact-check-olympic-boxer/74645341007/
46,1702732665474928779,,The image submitted by the original poster merely shows that Facebook lifted a prior hold on the post. It does not indicate that Facebook in any way confirms the post.     Facebook's policy on moderation of COVID-related posts can be found here:     https://www.facebook.com/help/230764881494641
47,1757838796383539555,,"Per Snopes (https://www.snopes.com/fact-check/jill-biden-babysitter-joe-biden/), this photo was shared by Jill Biden on her Instagram and shows her at age 24 when Joe Biden was 33. The president and First Lady met in 1975, after the death of Biden's first wife, and while Jill was a student in her mid-20s."
48,1707153406476050492,,"Joe Biden did not get any money from China, Benny is apparently referring to a 2019 payment made by private equity business man Jonathan Li to Hunter Biden. The payment was to Hunter Biden using the address on his driver’s license and in 2019 Joe Biden was a private citizen.    https://www.cnn.com/2023/09/26/politics/house-oversight-republicans-hunter-biden-bank-subpoena/index.html"
49,1870599436780609994,,The tortoise has in fact not outlived the human in the video.    https://x.com/AMAZlNGNATURE/status/1870487423005704616
50,1729774452840312951,,"On April 28th 2023, Italy lifted the ban on ChatGPT initially imposed on April 1st, after OpenAI agreed to age verification.    https://www.reuters.com/technology/chatgpt-is-available-again-users-italy-spokesperson-says-2023-04-28/"
51,1748066984414126443,,"The median sale price for new houses in the US peaked in October 2022 at $496,800 and was down 12.5% to $434,700 in November 2023.    Source: https://fred.stlouisfed.org/graph/?g=CpFW"
52,1768331908524486837,,This is a crypto scam. Claiming a 5000% daily rate of interest     https://consumer.ftc.gov/articles/what-know-about-cryptocurrency-and-scams    https://www.kaspersky.com/resource-center/definitions/cryptocurrency-scams    https://www.investopedia.com/articles/forex/042315/beware-these-five-bitcoin-scams.asp    
53,1786007124876628084,,"BRLSI have willingly hosted a known and virulent antisemite, David Miller. Their apology is not clear in addressing this.  Further, they are hiding replies to this post that point this out.    David Miller was fired by his employer for his racism (link below)    https://twitter.com/BRLSI/status/1784869359040479611/hidden  https://en.wikipedia.org/wiki/David_Miller_(sociologist)    https://www.bristolpost.co.uk/news/bristol-news/bristol-university-professor-david-miller-5999798  "
54,1786094587154493823,,Worth noting that Dane Baptiste hasn't apologised to the jewish comedian he threatened to kill in his now deleted Instagram post.    His original post and additional context is in the link.    https://www.chortle.co.uk/news/2024/05/01/55538/dane_baptiste_issues_a_death_threat_to_fellow_comic    
55,1660068069304156160,,"The Hooker study has, in fact, also been retracted.    https://time.com/3222008/paper-questioning-cdc-autism-study-retracted/  https://retractionwatch.com/2014/10/04/journal-makes-it-official-retracting-controversial-autism-vaccine-paper/"
56,1745456139138121958,,No citation provided for this claim.    Reputable sources did not provide such a claim.   https://www.nbcnews.com/politics/donald-trump/bomb-threat-targeted-home-judge-trumps-civil-fraud-trial-rcna133416
57,1756543389657407801,,"The video shows the opposite, while it shows a line of Trump supporters, the claim &quot;Trump supporters on every block&quot; is disproven in the final second of the video.     https://twitter.com/LauraLoomer/status/1756387770027716977"
58,1590387727639277568,,"Always sound out the name: Can Ya Fit Deez. Deez is a common internet meme for “these,” followed by the colloquialism for testicles (nuts).     https://knowyourmeme.com/memes/deez-nuts  "
59,1785806159988789517,,"A notícia sensacionalista direciona pra um site falso do Valor Econômico, com uma entrevista com Moro que nunca aconteceu, pra fazer propaganda de uma plataforma e tirar dinheiro de pessoas inocentes.  Segue abaixo a página oficial da Valor Econômico informando que é Fake.    https://twitter.com/valoreconomico/status/1767669517650465244?s=19"
60,1617041513506082818,,Waving a flashlight from side to side is a signal to any approaching train to stop because someone has fallen on the tracks.    https://new.mta.info/safety-and-security
61,1621516425348419585,,"It costs $3,600 to plant a tree in New York City. It Jersey City, it costs $500.    https://nypost.com/2022/07/06/how-much-does-it-cost-nyc-to-plant-a-tree-a-tree-mendous-3600/"
62,1627010542673006594,,Dr Edmiston is listed as an author of a chapter on &quot;Assessment of Adults with Gender Diversity/Dysphoria.&quot; He is not listed as an author of the chapter on adolescent care quoted by Jesse Singal.    https://www.wpath.org/media/cms/Documents/SOC%20v8/SOC8%20Full%20Contributor%20List%20-%20FINAL%20UPDATED%202222.pdf
63,1627012026378715138,,Dr Edmiston is listed as an author of a chapter on &quot;Assessment of Adults with Gender Diversity/Dysphoria&quot; but not as an author of the chapter on Adolescent care from which this quote originates.    https://www.wpath.org/media/cms/Documents/SOC%20v8/SOC8%20Full%20Contributor%20List%20-%20FINAL%20UPDATED%202222.pdf
64,1628578452046589953,,"In the United States, all health insurance plans are required to cover the cost of care received in emergency rooms.    https://www.healthcare.gov/using-marketplace-coverage/getting-emergency-care/"
65,1649862561892843520,,"Mother's Day in the United States is on Sunday, May 14 in 2023.    https://www.usamothersday.com/mothers-day-2023/  "
66,1657566866011742210,,"New York City, policed by NYPD, has one of the lowest crime rates among major US cities.    https://en.wikipedia.org/wiki/List_of_United_States_cities_by_crime_rate"
67,1657936874395058177,,Institutional SFR owners currently account for just 0.21% of  America’s housing market.    https://www.rentalhomecouncil.org/wp-content/uploads/2022/07/Facts-about-SFR-July-2022.pdf#page=12
68,1659259380091559943,,"The woman in this video, through her lawyer, has provided receipts proving that she paid for the bike. None of the men in the video have done the same.    https://news.yahoo.com/receipts-show-hospital-worker-accused-170920174.html"
69,1659260017361526794,,"The woman in this video, through her lawyer, has provided receipts proving that she paid for the bike. None of the men in the video have done the same.    https://news.yahoo.com/receipts-show-hospital-worker-accused-170920174.html"
70,1659265669215526923,,The attorney for the white New York City hospital worker who was accused of trying to take a rental bicycle from a Black man in a now-viral video says that the woman paid for the bike herself — and has the receipts to prove it.     https://www.insider.com/citi-bike-receipts-hospital-worker-viral-video-paid-lawyer-2023-5
71,1659268807788044296,,The attorney for the white New York City hospital worker who was accused of trying to take a rental bicycle from a Black man in a now-viral video says that the woman paid for the bike herself — and has the receipts to prove it.     https://www.insider.com/citi-bike-receipts-hospital-worker-viral-video-paid-lawyer-2023-5
72,1659278303260209162,,The attorney for the white New York City hospital worker who was accused of trying to take a rental bicycle from a Black man in a now-viral video says that the woman paid for the bike herself — and has the receipts to prove it.     https://www.insider.com/citi-bike-receipts-hospital-worker-viral-video-paid-lawyer-2023-5
73,1659280190004948993,,The attorney for the white New York City hospital worker who was accused of trying to take a rental bicycle from a Black man in a now-viral video says that the woman paid for the bike herself — and has the receipts to prove it.     https://www.insider.com/citi-bike-receipts-hospital-worker-viral-video-paid-lawyer-2023-5
74,1659708777711501314,,The adjacent bike is not available when the video begins. One of the men is sitting on it. It is only available at the end of the video when the other man gets off of it. Watch the video here:    https://twitter.com/Imposter_Edits/status/1657581292681064451
75,1659944614034386946,,The receipt shown to the press by the woman's lawyer shows an ID number that matches the ID number on the bike in the video.    https://www.dailymail.co.uk/news/article-12100201/Pregnant-NYC-nurse-shares-receipts-day-shes-accused-stealing-Citi-bike-black-man.html
76,1660026721410727936,,Receipts provided by the woman's lawyer did not redact the location of the bike rental.    https://www.dailymail.co.uk/news/article-12100201/Pregnant-NYC-nurse-shares-receipts-day-shes-accused-stealing-Citi-bike-black-man.html
77,1674868610748014613,,"Biaggi was born in 1986 when Ronald Reagan, a republican, was President.    https://en.wikipedia.org/wiki/Alessandra_Biaggi"
78,1677657389044998146,,Lawrence Summers was the President of Harvard for 5 years from 2001-2006.    https://en.wikipedia.org/wiki/Lawrence_Summers
79,1688349238642556953,,There are more people working in Kentucky today than when Andy Beshear took office.    https://fred.stlouisfed.org/series/KYNAN
80,1708954248342340056,,Nate Silver wrote a post adjusting for age. His conclusions still held.    https://www.natesilver.net/p/fine-ill-run-a-regression-analysis
81,1725668096415764964,,US Military Spending as a precent of GDP has trended downwards for 70 years and is currently near all time lows.    https://www.defense.gov/Multimedia/Photos/igphoto/2002099941/
82,1742209549753344455,,This is from a news story that is over 7 years old.    https://www.fox61.com/article/news/local/outreach/awareness-months/hundreds-in-old-lyme-protest-proposed-location-for-high-speed-rail-line/520-760e23be-78e2-40f9-828e-bb966e733808
83,1748727401662562515,,"Dryden Mitchell, the lead singer of Alien Ant Farm, is the son of an illegal immigrant from Mexico.    https://www.kindamuzik.net/interview/alien-ant-farm/alien-ant-farm/1255/index.html"
84,1786504053398077899,,The mugshots and names of all members of the Patriot Front were released a day after they were arrested.    https://www.spokesman.com/stories/2022/jun/12/sheriffs-office-releases-names-of-31-patriot-front/
85,1801309982794650083,,"In order for this to be true, the top 10 Americans would need to earn an average of 152 Billion per year. This exceeds the total net worth of people in that group and is a completely implausible number.    https://docs.google.com/spreadsheets/d/1ANuxP4hBJeJcwqNpkESvFFqBbqT3_vfQ0po-5nmVvjA/edit?gid=0#gid=0    https://en.wikipedia.org/wiki/List_of_wealthiest_Americans_by_net_worth"
86,1804219817089434005,,this joke was plagiarized    https://x.com/austen/status/1500163572176863232
87,1809385575478079802,,This is not breaking news. The interview was conducted 9 months ago.    https://www.cbsnews.com/news/president-biden-general-mark-milley-60-minutes/
88,1816483663640404476,,Henry Tarrio was not sentenced just for burning a flag. He was sentenced for stealing a flag from a church and then burning a flag that didn't belong to him. There was also an unrelated weapons possession charge.    There is no free speech issue here.    https://www.npr.org/2021/08/23/1030430809/proud-boys-enrique-tarrio-sentence
89,1816564838438441333,,"The 7 million dollar donation to Harris was made by Reed Hastings, not Reid Hoffman.    https://www.reuters.com/world/us/netflix-co-founder-hastings-gives-7-mln-pro-harris-pac-source-says-2024-07-24/"
90,1840179280250319305,,This home is currently for sale with an asking price of 2.3 million dollars.    https://www.zillow.com/homedetails/3973-NW-183rd-St-Clive-IA-50325/440335537_zpid/
91,1857094353539248593,,The 19th precinct is on 67th St well outside of the congestion pricing tolling area.    https://www.nyc.gov/site/nypd/bureaus/patrol/precincts/19th-precinct.page
92,1866247812872360424,,"As part of a plea agreement with prosecutors after he punched a  67-year-old woman in the street in 2021, Jordan Neely was given free access to stable housing and health care at a treatment facility in the Bronx. He abandoned the facility after 13 days.    https://www.nytimes.com/2023/05/07/nyregion/jordan-neely-daniel-penny-nyc-subway.html"
93,1866286986161516548,,"In early 2023, as part of a plea agreement with prosecutors after he punched a  67-year-old woman in the street in 2021, Jordan Neely was given free access to stable housing and health care at a treatment facility in the Bronx. He abandoned the facility after 13 days.    https://www.nytimes.com/2023/05/07/nyregion/jordan-neely-daniel-penny-nyc-subway.html"
94,1867616924302970978,,"It is not true that more than 50% of Americans can't afford a $1,000 emergency expense.    - the median household has $8,300 in a checking/savings account.    - 54% of adults have 3 months of emergency savings (substantially more than $1000).    https://x.com/besttrousers/status/1867615815157395591    https://www.federalreserve.gov/consumerscommunities/sheddataviz/emergency-savings.html"
95,1872110649423134981,,"Author's web page says &quot;I’ve spent my life at elite university campuses, working for the biggest corporations&quot; which contradicts the story in this post.    https://www.presentwitness.com/proposal    https://web.archive.org/web/20220316182959/https://www.presentwitness.com/proposal"
96,1638436930085093376,,インドでもこのバッヂは付けていたのでウクライナでメッセージを発信したとは言えない。    https://www.kantei.go.jp/jp/101_kishida/actions/202303/20india.html
97,1640624635040628736,,サイボウズ社長から直接のコメント  https://twitter.com/aono/status/1640508036870701057?s=46&amp;t=4rWPs6ZVIBk2oY2rQPd5RA
98,1641080935155404800,,イアン・フレミングが書いた「死ぬのは奴らだ」は英国で出版された翌年米国版で修正があった。    http://www.news-digest.co.uk/news/news/uk-media/23976-roald-dahl.html
99,1719523617237798991,,繰り返しXで流れる虚偽の情報です。    https://news.yahoo.co.jp/articles/8536546a6f337dcbb77667dbc3ca82357056b5e5
100,1731175940158595444,,古い映像をあたかも今日起こったのようにポストしてます。    https://youtu.be/f3dOtjjSPeI?feature=shared
101,1751075674310500589,,"長野県では、下記2種類の宿泊施設への支払いで募集している。  （1）3食付　1人1泊　上限10,000円以内（消費税込・入湯税別、(2)も同じ）  （2）食事無　1人1泊　上限  8,000円以内    食事付きだと3食2,000円でということになる。    長野県の宿泊施設に向けた二次避難場所募集案内  https://www.pref.nagano.lg.jp/shokusei/happyou/syukubo240112.html"
102,1678875262501683200,,The fraud case is reported as open here: https://sfstandard.com/2023/07/10/race-to-represent-san-francisco-mission-district-heats-up/    The case remains open per https://sfsearch.fppc.ca.gov/sfsearch/ as of July 11th.
103,1720313722277962044,,His lies are usually pretty obvious. Example: https://twitter.com/rishmishra/status/1719811328842555561
104,1868534864389288008,,Spammy ad to get amazon affiliate attribution. This laptop is not $157 when you get there. This is the link without affiliate codes.    https://a.co/d/gA0DaOM
105,1798477836950315445,,“Molly Schumann” is a real CBC producer writing under a pseudonym.    https://breachmedia.ca/cbc-whitewashed-israels-crimes-gaza-firsthand/
106,1806373687572238572,,"According to the 2021 census, people with European ancestry make up 43.5% of the population of the city of Toronto, and 42.3% of the population of the Toronto metropolitan area.    https://en.wikipedia.org/wiki/Demographics_of_Toronto"
107,1831141084619010101,,John Rustad has retweeted Jordan Peterson multiple times in the past.    https://x.com/mattjdh/status/1831109059438625030
108,1738412158365339652,,This website is a scam. It has a wallet drainer in which it steals all your cryptocurrency. Do not click as it violates Twitter's TOS.    https://twitter.com/en/tos
109,1684828766294409216,,"HS:n juttu on normaalia journalismia. Jutun kirjoittajaa ei vielä epäillä kunnianloukkauksesta. Mahdollinen epäily ei myöskään ole relevantti asia uuden, Rydmania koskevan jutun arvioinnissa. https://www.hs.fi/politiikka/art-2000009742553.html"
110,1759939603002200553,,"Le compte a été rétabli, comme précisé dans l’article lié dans le tweet, mais pas dans le texte du tweet lui-même (qui laisse penser à une suspension définitive).    https://l.bfmtv.com/vZVi"
111,1801472361058680879,,La librairie a en fait déménagé car le loyer de l’emplacement qu’elle louait avait doublé.     https://actualitte.com/article/114375/reportages/albin-michel-inaugure-sa-nouvelle-librairie-au-coeur-de-son-montparnasse
112,1833797770378940679,,This is a fake photo. Here is the real side view  https://x.com/BenGeskin/status/1833479472869167480
113,1850971089762992367,,It’s not a Sewage system  https://x.com/belsat_eng/status/1850887732119175259?s=46
114,1799426705620107371,,"De juridische toolkit van BURGERFRONT is juridisch onhoudbaar en kan leiden tot serieuze juridische problemen. Gemeenten zoals Noordwijk en Westervoort behandelen deze verzoeken niet, aangezien ze geen wettelijke basis hebben. Belastingen en wetgeving blijven verplicht.    https://www.noordwijk.nl/onderwerp/overheidsinformatie-en-regelgeving/overheidsinformatie/opzeggen-machtiging-besturen/    https://www.westervoort.nl/opzeggen-machtiging-besturen  "
115,1799427889667916108,,"De bewering dat de Tiananmen-protesten door de CIA/NED werden opgezet en dat de meeste doden Chinese militairen waren, is onjuist. De protesten begonnen spontaan door studenten, en het grootste deel van de slachtoffers waren burgers, niet militairen.    https://en.wikipedia.org/wiki/Tank_Man    https://www.britannica.com/event/Tiananmen-Square-incident    https://www.history.com/news/who-was-the-tank-man-of-tiananmen-square "
116,1799428423414145268,,"Polio is altijd erkend als een besmettelijke ziekte, veroorzaakt door het poliovirus. Het virus verspreidt zich via de fecaal-orale route. Uitbraken in de 20e eeuw leidden tot de ontwikkeling van effectieve vaccins, waardoor polio wereldwijd sterk is verminderd.    https://www.who.int/news-room/fact-sheets/detail/poliomyelitis    https://en.wikipedia.org/wiki/Polio    https://www.cdc.gov/polio/index.htm"
117,1789892587379097879,,"This girl represented here is Sidra Hassouna, a 7-year-old Palestinian child from northern Gaza Strip. Sidra's legs were torn off in air strikes, her body left hanging in this form from a higher point of a destroyed house.  https://en.wikipedia.org/wiki/Killing_of_Sidra_Hassouna  https://twitter.com/MuradMerali/status/1757209668613455979"
118,1790111444891029693,,"The UN did not walk back its reported Gaza death toll by 50%. While the updates released on May 8, 2024 show lowered women and children death counts, the total overall deaths increased slightly.     https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-reported-impact-day-213    https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-reported-impact-day-215    https://m.jpost.com/israel-hamas-war/article-800772    https://www.timesofisrael.com/liveblog_entry/un-spokesman-defends-reduction-of-gaza-death-toll-figures-can-vary-based-on-hamas-verification-process/  "
119,1730002799792882172,,"The article was written 7:27 PM MST, December 7, 2020. Almost 3 years ago.    Much forensic work has been done since the article was written therefore, the note article's point should be considered in light of newer information... or the very article this note was posted on.    https://theleadingreport.com/new-georgia-2020-evidence-suggests-thousands-of-duplicate-ballots/"
120,1740024163568386271,,"The status is listed as Active, not recruiting: Active, not recruiting: The study is ongoing, and participants are receiving an intervention or being examined, but potential participants are not currently being recruited or enrolled.    Active vs Active and recruiting.  https://classic.clinicaltrials.gov/ct2/show/NCT05164094?term=NCT05164094&amp;rank=1"
121,1767519454848540844,,Ongoing statements that it's time to &quot;tax the rich&quot; are misinformation. The rich are taxed at just under 3 times the base tax rate.    https://www.irs.gov/newsroom/irs-provides-tax-inflation-adjustments-for-tax-year-2024
122,1767520486890656171,,The &quot;ultra-wealthy&quot; already pay almost 3 times the base rate for taxes. This ongoing misinformation on the part of politicians needs to stop.    https://www.irs.gov/newsroom/irs-provides-tax-inflation-adjustments-for-tax-year-2024
123,1767523242208534861,,"This is a lie. Tax rates scale up to 3 times the base rate for everyone making over $243,725.    https://www.irs.gov/newsroom/irs-provides-tax-inflation-adjustments-for-tax-year-2024"
124,1780594616388968467,,Tax rates are %'s based on income level and become progressively higher for higher incomes. It's impossible for someone making $50k to pay less tax than someone making $1b. Post is misleading because it attempts to redefine income to include unrealized gain for the wealthy.    https://www.irs.gov/filing/federal-income-tax-rates-and-brackets
125,1869463394354418074,,NNN     Os comentários devem ser feitos nas respectivas caixas de comentários. A nota não é de todo necessária!    https://poligrafo.sapo.pt/fact-check/joao-ferreira-mais-de-metade-do-orcamento-da-saude-vai-para-privados/?utm_term=Autofeed&amp;utm_medium=Social&amp;utm_source=Twitter#Echobox=1734427194    O artigo é claro e factual
126,1850988217551765822,,This picture was altered to falsely include Vice President Kamala Harris.    https://www.reuters.com/fact-check/photo-kamala-harris-with-sean-diddy-combs-is-altered-2024-10-18/
127,1815397987918414262,,"Biden didn’t resign, simply not running for election.  https://www.nytimes.com/live/2024/07/21/us/biden-drops-out-election"
